"","chamber","icpsr","state_abbrev","party_code","bioname","born","died","gen","nominate_dim1","nominate_dim2","wing","region","total_vote","iso_num","oppo_per","first_cong","last_cong","congress_num","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102"
"366","House",14672,"MT","Democrat","WILLIAMS, John Patrick",1937,"X","silent",-0.315,-0.138,"Left","Rockies",762,401,0.526246719160105,96,104,9,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.429577464788732","0.462264150943396","0.534351145038168","0.700934579439252","0.589403973509934","0.493975903614458","0.380952380952381"
"367","House",6474,"NE","Republican","MILLER, Arthur Lewis",1892,"1967","lost",0.389,0.091,"Right","Midwest",135,71,0.525925925925926,78,85,8,"X","X","X","X","0.25","0.583333333333333","0.571428571428571","0.692307692307692","0.583333333333333","0.583333333333333","0.466666666666667","0.517241379310345","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"368","House",15059,"MN","Democrat","SIKORSKI, Gerald Edward",1948,"X","boomer",-0.217,-0.976,"Left","Midwest",542,285,0.525830258302583,98,102,5,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.573529411764706","0.603603603603604","0.573248407643312","0.414893617021277","0.25"
"369","House",163,"MO","Democrat","ANDERSON, Charles Arthur",1899,"1977","lost",-0.146,0.053,"Center","Midwest",40,21,0.525,75,76,2,"X","0.875","0.4375","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"370","House",550,"IN","Republican","BEAMER, John Valentine",1896,"1964","lost",0.334,-0.038,"Center","Midwest",61,32,0.524590163934426,82,85,4,"X","X","X","X","X","X","X","X","0.5","0.538461538461538","0.5","0.545454545454545","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"371","House",15128,"LA","Democrat","LONG, Catherine Small",1924,"X","greatest",-0.347,0.341,"Center","South",103,54,0.524271844660194,99,99,1,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.524271844660194","X","X","X"
"372","House",5434,"IN","Republican","LANDIS, Gerald Wayne",1895,"1971","lost",0.328,-0.465,"Center","Midwest",124,65,0.524193548387097,76,80,5,"X","X","0.71875","0.473684210526316","0.25","0.318181818181818","0.8125","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"373","House",6092,"TX","Democrat","MAVERICK, Fontaine Maury",1895,"1954","lost",-0.466,-0.532,"Left","Southwest",21,11,0.523809523809524,74,75,2,"0.363636363636364","0.7","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"374","House",6863,"ME","Republican","NELSON, Charles Pembroke",1907,"1962","greatest",0.263,-0.407,"Center","North",42,22,0.523809523809524,81,84,4,"X","X","X","X","X","X","X","0.666666666666667","0.444444444444444","0.454545454545455","0.5","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"375","House",9801,"IN","Democrat","WAMPLER, Fred",1909,"1999","greatest",-0.518,0.779,"Left","Midwest",21,11,0.523809523809524,86,86,1,"X","X","X","X","X","X","X","X","X","X","X","X","0.523809523809524","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"376","House",1050,"NE","Democrat","BROCK, Lawrence",1906,"1968","greatest",-0.054,0.628,"Right","Midwest",21,11,0.523809523809524,86,86,1,"X","X","X","X","X","X","X","X","X","X","X","X","0.523809523809524","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"377","House",12030,"OH","Democrat","STOKES, Louis",1925,"2015","greatest",-0.578,-0.312,"Left","Midwest",1152,603,0.5234375,91,105,15,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.560975609756098","0.622641509433962","0.472222222222222","0.390804597701149","0.506410256410256","0.401515151515151","0.566037735849057","0.595238095238095","0.707964601769911","0.541984732824427","0.510869565217391","0.325581395348837"
"378","House",15000,"NY","Democrat","ACKERMAN, Gary Leonard",1942,"X","silent",-0.429,-0.165,"Left","North",526,275,0.522813688212928,98,112,15,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.558823529411765","0.678899082568807","0.56","0.369565217391304","0.179487179487179"
"379","House",9018,"IL","Republican","STRATTON, William Grant",1914,"2001","greatest",0.18,-0.305,"Center","Midwest",44,23,0.522727272727273,77,80,2,"X","X","X","0.545454545454545","X","X","0.454545454545455","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"380","House",14230,"IA","Democrat","HARKIN, Thomas Richard (Tom)",1939,"X","silent",-0.351,-0.546,"Left","Midwest",1058,553,0.522684310018904,94,113,20,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.425287356321839","0.578313253012048","0.452054794520548","0.559633027522936","0.622047244094488","X","X","X","X"
"381","Senate",14230,"IA","Democrat","HARKIN, Thomas Richard (Tom)",1939,"X","silent",-0.351,-0.546,"Left","Midwest",1058,553,0.522684310018904,94,113,20,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.5859375","0.564885496183206","0.412844036697248","0.363636363636364"
"382","House",14871,"OR","Democrat","WYDEN, Ronald Lee",1949,"X","boomer",-0.327,-0.457,"Left","West",651,340,0.522273425499232,97,116,21,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.546296296296296","0.562962962962963","0.62280701754386","0.531645569620253","0.395604395604396","0.311111111111111"
"383","House",5189,"NJ","Democrat","KENNEY, Edward Aloysius",1884,"1938","lost",-0.369,-0.684,"Left","North",23,12,0.521739130434783,73,75,3,"0.533333333333333","0.5","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"384","House",7411,"TN","Republican","PHILLIPS, Dayton Edward",1910,"1980","greatest",0.062,-0.174,"Center","South",23,12,0.521739130434783,80,81,2,"X","X","X","X","X","X","0.5625","0.428571428571429","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"385","House",14258,"CT","Democrat","MOFFETT, Anthony John, Jr. (Toby)",1944,"X","silent",-0.377,-0.756,"Left","North",468,244,0.521367521367521,94,97,4,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.50561797752809","0.547169811320755","0.478260869565217","0.560975609756098","X","X","X","X","X"
"386","House",1104,"OH","Republican","BROWN, Clarence J.",1893,"1965","lost",0.382,-0.101,"Center","Midwest",305,159,0.521311475409836,76,89,14,"X","X","0.696969696969697","0.459459459459459","0.210526315789474","0.5","0.4","0.75","0.363636363636364","0.5","0.5","0.517241379310345","0.526315789473684","0.581395348837209","0.535714285714286","0.571428571428571","X","X","X","X","X","X","X","X","X","X","X","X","X"
"387","House",14055,"MA","Democrat","STUDDS, Gerry Eastman",1937,"2006","silent",-0.444,-0.593,"Left","North",1135,591,0.520704845814978,93,104,12,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.534090909090909","0.366666666666667","0.473053892215569","0.426666666666667","0.542056074766355","0.572519083969466","0.707964601769911","0.629139072847682","0.526881720430108","0.244444444444444"
"388","House",5694,"CA","Republican","LIPSCOMB, Glenard Paul",1915,"1970","greatest",0.358,-0.001,"Center","West",246,128,0.520325203252033,83,91,9,"X","X","X","X","X","X","X","X","X","0","0.2","0.517241379310345","0.428571428571429","0.627906976744186","0.6","0.537037037037037","0.547619047619048","0.666666666666667","X","X","X","X","X","X","X","X","X","X","X"
"389","House",3890,"IA","Republican","GWYNNE, John Williams",1889,"1972","lost",0.337,0.193,"Right","Midwest",150,78,0.52,74,80,7,"0.666666666666667","0.909090909090909","0.575757575757576","0.444444444444444","0.2","0.5","0.642857142857143","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"390","House",10556,"WI","Republican","SCHADEBERG, Henry Carl",1913,"1985","greatest",0.386,-0.041,"Center","Midwest",150,78,0.52,87,91,4,"X","X","X","X","X","X","X","X","X","X","X","X","X","0.609756097560976","0.620689655172414","X","0.564102564102564","0.317073170731707","X","X","X","X","X","X","X","X","X","X","X"
"391","House",10552,"IN","Republican","ROUDEBUSH, Richard Lowell",1918,"1995","greatest",0.315,0.114,"Right","Midwest",177,92,0.519774011299435,87,91,5,"X","X","X","X","X","X","X","X","X","X","X","X","X","0.568181818181818","0.548387096774194","0.619047619047619","0.46875","0.321428571428571","X","X","X","X","X","X","X","X","X","X","X"
"392","House",12040,"MA","Democrat","HARRINGTON, Michael Joseph",1936,"X","silent",-0.477,-0.826,"Left","North",383,199,0.519582245430809,91,95,5,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.527777777777778","0.516666666666667","0.511904761904762","0.470588235294118","0.559322033898305","X","X","X","X","X","X","X"
"393","House",12045,"IL","Democrat","COLLINS, George Washington",1925,"1972","greatest",-0.629,0.043,"Left","Midwest",52,27,0.519230769230769,91,92,2,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.5","0.52","X","X","X","X","X","X","X","X","X","X"
"394","House",121,"IL","Republican","ALLEN, Leo Elwood",1898,"1973","lost",0.384,-0.091,"Center","Midwest",235,122,0.519148936170213,73,86,14,"0.583333333333333","0.909090909090909","0.774193548387097","0.555555555555556","0.307692307692308","0.5","0.642857142857143","0.75","0.7","0.0714285714285714","0","0.321428571428571","0.6","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"395","House",9981,"IL","Republican","WHEAT, William Howard",1879,"1944","missionary",0.377,-0.603,"Center","Midwest",79,41,0.518987341772152,76,78,3,"X","X","0.7","0.45","0.222222222222222","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"396","House",12008,"NY","Democrat","CHISHOLM, Shirley Anita",1924,"2005","greatest",-0.605,-0.319,"Left","North",604,312,0.516556291390728,91,97,7,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.72972972972973","0.645833333333333","0.5","0.407407407407407","0.535031847133758","0.447154471544715","0.534883720930233","X","X","X","X","X"
"397","House",6922,"MA","Republican","NICHOLSON, Donald William",1888,"1968","lost",0.368,0.108,"Right","North",93,48,0.516129032258065,80,85,6,"X","X","X","X","X","X","0.3","0.692307692307692","0.5","0.571428571428571","0.533333333333333","0.482758620689655","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"398","Senate",14102,"IA","Democrat","CLARK, Richard Clarence (Dick)",1928,"X","silent",-0.55,-0.082,"Left","Midwest",312,161,0.516025641025641,93,95,3,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.608333333333333","0.494505494505495","0.425742574257426","X","X","X","X","X","X","X"
"399","House",14646,"WA","Democrat","LOWRY, Michael Edward",1939,"X","silent",-0.401,-0.563,"Left","West",664,342,0.515060240963855,96,100,5,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.308724832214765","0.486238532110092","0.555555555555556","0.690265486725664","0.569620253164557","X","X"
"400","House",14201,"OR","Democrat","AuCOIN, Les",1942,"X","silent",-0.231,-0.418,"Left","West",956,492,0.514644351464435,94,102,9,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.418918918918919","0.530201342281879","0.448","0.636363636363636","0.549618320610687","0.666666666666667","0.509933774834437","0.375","0.358974358974359"
"401","House",15046,"NY","Democrat","MRAZEK, Robert Jan",1945,"X","silent",-0.349,-0.281,"Left","North",519,267,0.514450867052023,98,102,5,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.544117647058823","0.675675675675676","0.516129032258065","0.333333333333333","0.296296296296296"
"402","House",12043,"CA","Republican","SCHMITZ, John George",1930,"2001","silent",0.896,0.444,"Right","West",70,36,0.514285714285714,91,92,2,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.692307692307692","0.473684210526316","X","X","X","X","X","X","X","X","X","X"
"403","House",13038,"NM","Democrat","RUNNELS, Harold Lowell",1924,"1980","greatest",0.091,0.665,"Right","Southwest",428,220,0.514018691588785,92,96,5,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.560975609756098","0.643835616438356","0.5125","0.428571428571429","0.514851485148515","X","X","X","X","X","X"
"404","House",13040,"OH","Democrat","SEIBERLING, John Frederick",1918,"2008","greatest",-0.496,-0.457,"Left","Midwest",899,462,0.513904338153504,92,99,8,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.571428571428571","0.454545454545455","0.375","0.490909090909091","0.401360544217687","0.603603603603604","0.559701492537313","0.681818181818182","X","X","X"
"405","House",9978,"NY","Republican","WHARTON, James Ernest",1899,"1990","lost",0.377,-0.183,"Center","North",148,76,0.513513513513513,82,88,7,"X","X","X","X","X","X","X","X","0.5","0.416666666666667","0.428571428571429","0.535714285714286","0.473684210526316","0.529411764705882","0.580645161290323","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"406","House",10740,"MO","Democrat","HUNGATE, William Leonard",1922,"2007","greatest",-0.332,0.433,"Center","Midwest",355,182,0.512676056338028,89,94,6,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.244444444444444","0.324324324324324","0.435897435897436","0.637931034482759","0.697674418604651","0.5","X","X","X","X","X","X","X","X"
"407","House",8035,"TX","Democrat","ROGERS, Walter Edward",1908,"2001","greatest",-0.056,0.998,"Right","Southwest",201,103,0.512437810945274,82,89,8,"X","X","X","X","X","X","X","X","0.454545454545455","0.615384615384615","0.466666666666667","0.448275862068966","0.6","0.476190476190476","0.448275862068966","0.595238095238095","X","X","X","X","X","X","X","X","X","X","X","X","X"
"408","House",14448,"WV","Democrat","RAHALL, Nick Joe, II",1949,"X","boomer",-0.306,0.45,"Center","South",928,475,0.511853448275862,95,113,19,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.450617283950617","0.443661971830986","0.48936170212766","0.588709677419355","0.63963963963964","0.563291139240506","0.457446808510638","0.395348837209302"
"409","House",12039,"MT","Democrat","MELCHER, John",1924,"X","greatest",-0.329,0.398,"Center","Rockies",901,461,0.51165371809101,91,100,10,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.146341463414634","0.410714285714286","0.481481481481481","0.463414634146341","X","X","X","X","X","X","X","X"
"410","Senate",12039,"MT","Democrat","MELCHER, John",1924,"X","greatest",-0.329,0.398,"Center","Rockies",901,461,0.51165371809101,91,100,10,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.571428571428571","0.365591397849462","0.510204081632653","0.680412371134021","0.638461538461538","0.53030303030303","X","X"
"411","House",13004,"NY","Democrat","BADILLO, Herman",1929,"2014","silent",-0.599,-0.617,"Left","North",268,137,0.511194029850746,92,95,4,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.607142857142857","0.493333333333333","0.426666666666667","0.548387096774194","X","X","X","X","X","X","X"
"412","Senate",12105,"AK","Democrat","GRAVEL, Maurice Robert (Mike)",1930,"X","silent",-0.284,0.078,"Center","West",505,258,0.510891089108911,91,96,6,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.5","0.729508196721312","0.63953488372093","0.477611940298507","0.313953488372093","0.25","X","X","X","X","X","X"
"413","House",14435,"MA","Democrat","MARKEY, Edward John",1946,"X","boomer",-0.511,-0.45,"Left","North",946,483,0.510570824524313,95,116,23,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.49079754601227","0.414965986394558","0.481481481481481","0.557377049180328","0.702702702702703","0.596153846153846","0.425531914893617","0.244444444444444"
"414","House",13037,"KS","Democrat","ROY, William Robert",1926,"2014","greatest",-0.248,0.191,"Center","Midwest",143,73,0.510489510489511,92,93,2,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.603448275862069","0.447058823529412","X","X","X","X","X","X","X","X","X"
"415","House",639,"MI","Republican","BENNETT, John Bonifas",1904,"1964","greatest",0.121,0.021,"Right","Midwest",196,100,0.510204081632653,78,88,10,"X","X","X","X","0.222222222222222","X","0.533333333333333","0.692307692307692","0.5","0.461538461538462","0.5","0.448275862068966","0.619047619047619","0.486486486486487","0.666666666666667","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"416","House",13022,"ND","Democrat","LINK, Arthur Albert",1914,"2010","greatest",-0.42,0.069,"Center","Midwest",49,25,0.510204081632653,92,92,1,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.510204081632653","X","X","X","X","X","X","X","X","X","X"
"417","House",15426,"IN","Democrat","JONTZ, James Prather",1951,"2007","boomer",-0.357,-0.286,"Left","Midwest",298,152,0.51006711409396,100,102,3,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.594936708860759","0.442105263157895","0.355555555555556"
